V1,time_stamp,validity_1,validity_2,validity_3,validity_4,validity_5,validity_r_1,validity_r_2,validity_r_3,validity_r_4,validity_r_5,gaze_left_1,gaze_left_2,gaze_left_3,gaze_right_1,gaze_right_2,gaze_right_3, gaze_origin_left_1, gaze_origin_left_2, gaze_origin_left_3,gaze_origin_right_1, gaze_origin_right_2, gaze_origin_right_3,convergence_validity,convergence_distance,pupil_diameter,pupil_diameter_r,eye_open,eye_open_r,time,v1_head,v2,x,y,z,qw,qx,qy,qz
3718484,1578642354188828,1,1,1,1,0,1,1,1,1,0,0.07481384,-0.14302063,0.98687744,0.10626221,-0.12466431,0.98648071,33.30477905,-0.1630249,-29.88650513,-25.59413147,0.13937378,-22.81491089,0,0.0,4.29762268,4.29762268,0.96409529,0.95800406,1578642354185848,251933281326, HMD, -0.07505, 1.18452, 0.38046, 0.03089, 0.02177, -0.99802, 0.05019
3718484,1578642354194857,1,1,1,1,0,1,1,1,1,0,0.07496643,-0.14344788,0.98680115,0.10676575,-0.12463379,0.98643494,33.30506897,-0.1630249,-29.88650513,-25.59802246,0.13937378,-22.81491089,0,0.0,4.29756165,4.29756165,0.96409529,0.95800406,1578642354185848,251933281326, HMD, -0.07505, 1.18452, 0.38046, 0.03089, 0.02177, -0.99802, 0.05019
3718492,1578642354198834,1,1,1,1,0,1,1,1,1,0,0.07496643,-0.14344788,0.98680115,0.10676575,-0.12463379,0.98643494,33.30506897,-0.1630249,-29.88650513,-25.59802246,0.13937378,-22.81491089,0,0.0,4.29756165,4.29756165,0.96409529,0.95800406,1578642354205683,251933479694, HMD, -0.07497, 1.18460, 0.38041, 0.03087, 0.02178, -0.99802, 0.05025
3718492,1578642354202819,1,1,1,1,0,1,1,1,1,0,0.07489014,-0.14726257,0.98625183,0.10649109,-0.12423706,0.98651123,33.30523682,-0.1630249,-29.88650513,-25.6008606,0.13937378,-22.81491089,0,0.0,4.29663086,4.29663086,0.96409529,0.95800406,1578642354205683,251933479694, HMD, -0.07497, 1.18460, 0.38041, 0.03087, 0.02178, -0.99802, 0.05025
3718501,1578642354206814,1,1,1,1,0,1,1,1,1,0,0.07489014,-0.14726257,0.98625183,0.10649109,-0.12423706,0.98651123,33.30523682,-0.1630249,-29.88650513,-25.6008606,0.13937378,-22.81491089,0,0.0,4.29663086,4.29663086,0.96465617,0.95685822,1578642354206839,251933491232, HMD, -0.07497, 1.18460, 0.38041, 0.03086, 0.02179, -0.99802, 0.05026
3718509,1578642354210823,1,1,1,1,0,1,1,1,1,0,0.07484436,-0.15003967,0.98583984,0.10638428,-0.12319946,0.98664856,33.30537415,-0.1630249,-29.88650513,-25.60536194,0.13937378,-22.81491089,0,0.0,4.29550171,4.29550171,0.96465617,0.95685822,1578642354208993,251933512775, HMD, -0.07497, 1.18460, 0.38041, 0.03086, 0.02179, -0.99802, 0.05026
3718509,1578642354215800,1,1,1,1,0,1,1,1,1,0,0.07484436,-0.15003967,0.98583984,0.10638428,-0.12319946,0.98664856,33.30537415,-0.1630249,-29.88650513,-25.60536194,0.13937378,-22.81491089,0,0.0,4.29550171,4.29550171,0.96465617,0.95685822,1578642354208993,251933512775, HMD, -0.07497, 1.18460, 0.38041, 0.03086, 0.02179, -0.99802, 0.05026
3718509,1578642354219792,1,1,1,1,0,1,1,1,1,0,0.07489014,-0.1522522,0.98548889,0.10603333,-0.12413025,0.98657227,33.30537415,-0.1630249,-29.88650513,-25.61004639,0.13937378,-22.81491089,0,0.0,4.28512573,4.28512573,0.96465617,0.95685822,1578642354224627,251933669125, HMD, -0.07500, 1.18464, 0.38038, 0.03080, 0.02184, -0.99802, 0.05035
3718517,1578642354223793,1,1,1,1,0,1,1,1,1,0,0.07489014,-0.1522522,0.98548889,0.10603333,-0.12413025,0.98657227,33.30537415,-0.1630249,-29.88650513,-25.61004639,0.13937378,-22.81491089,0,0.0,4.28512573,4.28512573,0.96813172,0.95478857,1578642354224627,251933669125, HMD, -0.07500, 1.18464, 0.38038, 0.03080, 0.02184, -0.99802, 0.05035
3718526,1578642354227801,1,1,1,1,0,1,1,1,1,0,0.07388306,-0.14497375,0.98666382,0.1050415,-0.12413025,0.98667908,33.30599976,-0.11167908,-30.16496277,-25.61557007,0.13937378,-22.81491089,0,0.0,4.27703857,4.27703857,0.96813172,0.95478857,1578642354227864,251933701489, HMD, -0.07500, 1.18464, 0.38037, 0.03079, 0.02185, -0.99802, 0.05038
3718526,1578642354231789,1,1,1,1,0,1,1,1,1,0,0.07388306,-0.14497375,0.98666382,0.1050415,-0.12413025,0.98667908,33.30599976,-0.11167908,-30.16496277,-25.61557007,0.13937378,-22.81491089,0,0.0,4.27703857,4.27703857,0.96813172,0.95478857,1578642354228062,251933703461, HMD, -0.07500, 1.18464, 0.38037, 0.03079, 0.02185, -0.99802, 0.05038
3718534,1578642354235811,1,1,1,1,0,1,1,1,1,0,0.07427979,-0.14794922,0.9861908,0.10592651,-0.12457275,0.98652649,33.30599976,-0.11167908,-30.16720581,-25.61920166,0.13937378,-22.81491089,0,0.0,4.27641296,4.27641296,0.97076225,0.95960969,1578642354228062,251933703461, HMD, -0.07500, 1.18464, 0.38037, 0.03079, 0.02185, -0.99802, 0.05038
3718534,1578642354243789,1,1,1,1,0,1,1,1,1,0,0.07427979,-0.14794922,0.9861908,0.10592651,-0.12457275,0.98652649,33.30599976,-0.11167908,-30.16720581,-25.61920166,0.13937378,-22.81491089,0,0.0,4.27641296,4.27641296,0.97076225,0.95960969,1578642354251824,251933941135, HMD, -0.07507, 1.18463, 0.38035, 0.03061, 0.02184, -0.99802, 0.05052
3718542,1578642354247782,1,1,1,1,0,1,1,1,1,0,0.07427979,-0.14776611,0.98622131,0.10638428,-0.12413025,0.98654175,33.30599976,-0.11167908,-30.16929626,-25.62210083,0.13964844,-22.81582642,0,0.0,4.27592468,4.27592468,0.97076225,0.95960969,1578642354251824,251933941135, HMD, -0.07507, 1.18463, 0.38035, 0.03061, 0.02184, -0.99802, 0.05052
3718551,1578642354252920,1,1,1,1,0,1,1,1,1,0,0.0743103,-0.14866638,0.98608398,0.10565186,-0.12362671,0.98667908,33.30599976,-0.11167908,-30.16929626,-25.6255188,0.14520264,-22.82841492,0,0.0,4.27618408,4.27618408,0.97566897,0.97020304,1578642354252853,251933951376, HMD, -0.07507, 1.18463, 0.38035, 0.03060, 0.02184, -0.99802, 0.05052
3718551,1578642354256905,1,1,1,1,0,1,1,1,1,0,0.0743103,-0.14866638,0.98608398,0.10565186,-0.12362671,0.98667908,33.30599976,-0.11167908,-30.16929626,-25.6255188,0.14520264,-22.82841492,0,0.0,4.27618408,4.27618408,0.97566897,0.97020304,1578642354255383,251933976679, HMD, -0.07507, 1.18463, 0.38035, 0.03057, 0.02183, -0.99802, 0.05054
3718551,1578642354260899,1,1,1,1,0,1,1,1,1,0,0.07408142,-0.1486969,0.98609924,0.10644531,-0.12434387,0.98651123,33.30697632,-0.11167908,-30.16929626,-25.6295929,0.15586853,-22.85694885,0,0.0,4.27572632,4.27572632,0.97566897,0.97020304,1578642354255383,251933976679, HMD, -0.07507, 1.18463, 0.38035, 0.03057, 0.02183, -0.99802, 0.05054
3718559,1578642354264907,1,1,1,1,0,1,1,1,1,0,0.07408142,-0.1486969,0.98609924,0.10644531,-0.12434387,0.98651123,33.30697632,-0.11167908,-30.16929626,-25.6295929,0.15586853,-22.85694885,0,0.0,4.27572632,4.27572632,0.97566897,0.97020304,1578642354266474,251934087593, HMD, -0.07518, 1.18453, 0.38034, 0.03049, 0.02180, -0.99802, 0.05058
3718567,1578642354268916,1,1,1,1,0,1,1,1,1,0,0.0748291,-0.1486969,0.98603821,0.10636902,-0.12431335,0.98651123,33.30712891,-0.11167908,-30.16929626,-25.6295929,0.15586853,-22.85694885,0,0.0,4.27856445,4.27856445,0.97429889,0.9645375,1578642354268939,251934112236, HMD, -0.07519, 1.18453, 0.38034, 0.03047, 0.02180, -0.99802, 0.05059
3718567,1578642354274890,1,1,1,1,0,1,1,1,1,0,0.0748291,-0.1486969,0.98603821,0.10636902,-0.12431335,0.98651123,33.30712891,-0.11167908,-30.16929626,-25.6295929,0.15586853,-22.85694885,0,0.0,4.27856445,4.27856445,0.97429889,0.9645375,1578642354269852,251934121369, HMD, -0.07519, 1.18453, 0.38034, 0.03046, 0.02180, -0.99802, 0.05058
3718576,1578642354278887,1,1,1,1,0,1,1,1,1,0,0.07495117,-0.14955139,0.98590088,0.10437012,-0.12428284,0.98674011,33.30740356,-0.11167908,-30.16929626,-25.62986755,0.15586853,-22.85694885,0,0.0,4.27809143,4.27809143,0.97429889,0.9645375,1578642354284259,251934265458, HMD, -0.07519, 1.18452, 0.38035, 0.03038, 0.02175, -0.99802, 0.05058
3718576,1578642354282894,1,1,1,1,0,1,1,1,1,0,0.07495117,-0.14955139,0.98590088,0.10437012,-0.12428284,0.98674011,33.30740356,-0.11167908,-30.16929626,-25.62986755,0.15586853,-22.85694885,0,0.0,4.27809143,4.27809143,0.97429889,0.9645375,1578642354284259,251934265458, HMD, -0.07519, 1.18452, 0.38035, 0.03038, 0.02175, -0.99802, 0.05058
3718584,1578642354286890,1,1,1,1,0,1,1,1,1,0,0.07525635,-0.14906311,0.98594666,0.10420227,-0.12399292,0.98678589,33.30796814,-0.11520386,-30.16720581,-25.62995911,0.15608215,-22.85713196,0,0.0,4.27931213,4.27931213,0.96376002,0.96451432,1578642354286843,251934291269, HMD, -0.07525, 1.18448, 0.38037, 0.03034, 0.02177, -0.99802, 0.05058
3718584,1578642354290904,1,1,1,1,0,1,1,1,1,0,0.07525635,-0.14906311,0.98594666,0.10420227,-0.12399292,0.98678589,33.30796814,-0.11520386,-30.16720581,-25.62995911,0.15608215,-22.85713196,0,0.0,4.27931213,4.27931213,0.96376002,0.96451432,1578642354287465,251934297498, HMD, -0.07525, 1.18448, 0.38037, 0.03033, 0.02177, -0.99802, 0.05058
3718584,1578642354295212,1,1,1,1,0,1,1,1,1,0,0.07447815,-0.14909363,0.98600769,0.10444641,-0.12329102,0.98684692,33.31097412,-0.11520386,-30.16720581,-25.63105774,0.15681458,-22.86494446,0,0.0,4.28579712,4.28579712,0.96376002,0.96451432,1578642354287465,251934297498, HMD, -0.07525, 1.18448, 0.38037, 0.03033, 0.02177, -0.99802, 0.05058
3718592,1578642354303571,1,1,1,1,0,1,1,1,1,0,0.07447815,-0.14909363,0.98600769,0.10444641,-0.12329102,0.98684692,33.31097412,-0.11520386,-30.16720581,-25.63105774,0.15681458,-22.86494446,0,0.0,4.28579712,4.28579712,0.96376002,0.96451432,1578642354287465,251934297498, HMD, -0.07525, 1.18448, 0.38037, 0.03033, 0.02177, -0.99802, 0.05058
3718617,1578642354319475,1,1,1,1,0,1,1,1,1,0,0.07771301,-0.15066528,0.98551941,0.10455322,-0.1232605,0.98684692,33.31518555,-0.13058472,-30.12580872,-25.63142395,0.15715027,-22.86550903,0,0.0,4.30473328,4.30473328,0.95947301,0.96225071,1578642354328154,251934704431, HMD, -0.07515, 1.18459, 0.38034, 0.03003, 0.02193, -0.99803, 0.05051
3718617,1578642354323499,1,1,1,1,0,1,1,1,1,0,0.07771301,-0.15066528,0.98551941,0.10455322,-0.1232605,0.98684692,33.31518555,-0.13058472,-30.12580872,-25.63142395,0.15715027,-22.86550903,0,0.0,4.30473328,4.30473328,0.95947301,0.96225071,1578642354328154,251934704431, HMD, -0.07515, 1.18459, 0.38034, 0.03003, 0.02193, -0.99803, 0.05051
3718626,1578642354338548,1,1,1,1,0,1,1,1,1,0,0.08166504,-0.15109253,0.98513794,0.10461426,-0.12480164,0.98664856,33.31866455,-0.13058472,-30.12564087,-25.6320343,0.15835571,-22.87025452,0,0.0,4.30618286,4.30618286,0.95947301,0.96225071,1578642354337541,251934798340, HMD, -0.07515, 1.18460, 0.38033, 0.02996, 0.02196, -0.99803, 0.05053
3718634,1578642354342490,1,1,1,1,0,1,1,1,1,0,0.08166504,-0.15109253,0.98513794,0.10461426,-0.12480164,0.98664856,33.31866455,-0.13058472,-30.12564087,-25.6320343,0.15835571,-22.87025452,0,0.0,4.30618286,4.30618286,0.95983797,0.95899129,1578642354337541,251934798340, HMD, -0.07515, 1.18460, 0.38033, 0.02996, 0.02196, -0.99803, 0.05053
3718676,1578642354378560,1,1,1,1,0,1,1,1,1,0,0.08605957,-0.15132141,0.98472595,0.10305786,-0.12721252,0.98649597,33.33097839,-0.13197327,-30.12277222,-25.63352966,0.15608215,-22.87025452,0,0.0,4.39027405,4.39027405,0.94039756,0.96351868,1578642354389936,251935322319, HMD, -0.07533, 1.18466, 0.38026, 0.02976, 0.02193, -0.99803, 0.05078
3718676,1578642354382532,1,1,1,1,0,1,1,1,1,0,0.08605957,-0.15132141,0.98472595,0.10305786,-0.12721252,0.98649597,33.33097839,-0.13197327,-30.12277222,-25.63352966,0.15608215,-22.87025452,0,0.0,4.39027405,4.39027405,0.94039756,0.96351868,1578642354389936,251935322319, HMD, -0.07533, 1.18466, 0.38026, 0.02976, 0.02193, -0.99803, 0.05078
3718684,1578642354388991,1,1,1,1,0,1,1,1,1,0,0.08615112,-0.15141296,0.98469543,0.10314941,-0.12765503,0.98643494,33.33306885,-0.13076782,-30.12564087,-25.6341095,0.15608215,-22.87275696,0,0.0,4.39015198,4.39015198,0.94583207,0.9525494,1578642354389936,251935322319, HMD, -0.07533, 1.18466, 0.38026, 0.02976, 0.02193, -0.99803, 0.05078
3718684,1578642354392501,1,1,1,1,0,1,1,1,1,0,0.08615112,-0.15141296,0.98469543,0.10314941,-0.12765503,0.98643494,33.33306885,-0.13076782,-30.12564087,-25.6341095,0.15608215,-22.87275696,0,0.0,4.39015198,4.39015198,0.94583207,0.9525494,1578642354392477,251935347614, HMD, -0.07533, 1.18466, 0.38026, 0.02976, 0.02195, -0.99802, 0.05079
3718692,1578642354397078,1,1,1,1,0,1,1,1,1,0,0.08699036,-0.15176392,0.98457336,0.1022644,-0.12869263,0.98638916,33.33317566,-0.12825012,-30.12580872,-25.63623047,0.15608215,-22.87275696,0,0.0,4.39526367,4.39526367,0.94583207,0.9525494,1578642354393952,251935362361, HMD, -0.07533, 1.18466, 0.38025, 0.02975, 0.02194, -0.99802, 0.05080
3718692,1578642354401068,1,1,1,1,0,1,1,1,1,0,0.08699036,-0.15176392,0.98457336,0.1022644,-0.12869263,0.98638916,33.33317566,-0.12825012,-30.12580872,-25.63623047,0.15608215,-22.87275696,0,0.0,4.39526367,4.39526367,0.94583207,0.9525494,1578642354393952,251935362361, HMD, -0.07533, 1.18466, 0.38025, 0.02975, 0.02194, -0.99802, 0.05080
3718701,1578642354405282,1,1,1,1,0,1,1,1,1,0,0.08898926,-0.15129089,0.98446655,0.10229492,-0.12872314,0.98638916,33.33409119,-0.12724304,-30.13627625,-25.63623047,0.15608215,-22.87275696,0,0.0,4.40597534,4.40597534,0.95263916,0.96043563,1578642354393952,251935362361, HMD, -0.07533, 1.18466, 0.38025, 0.02975, 0.02194, -0.99802, 0.05080
3718709,1578642354420134,1,1,1,1,0,1,1,1,1,0,0.08895874,-0.15074158,0.98455811,0.10374451,-0.12908936,0.98617554,33.33544922,-0.12724304,-30.14335632,-25.63623047,0.15568542,-22.87026978,0,0.0,4.41159058,4.41159058,0.9529534,0.96070015,1578642354420995,251935632876, HMD, -0.07531, 1.18467, 0.38020, 0.02974, 0.02202, -0.99802, 0.05082
3718717,1578642354424291,1,1,1,1,0,1,1,1,1,0,0.08895874,-0.15074158,0.98455811,0.10374451,-0.12908936,0.98617554,33.33544922,-0.12724304,-30.14335632,-25.63623047,0.15568542,-22.87026978,0,0.0,4.41159058,4.41159058,0.95946592,0.95526254,1578642354424259,251935665431, HMD, -0.07524, 1.18470, 0.38018, 0.02975, 0.02203, -0.99802, 0.05082
3718726,1578642354435252,1,1,1,1,0,1,1,1,1,0,0.09121704,-0.14997864,0.98446655,0.10479736,-0.12945557,0.98602295,33.33839417,-0.12698364,-30.15229797,-25.63642883,0.15234375,-22.87026978,0,0.0,4.44287109,4.44287109,0.95946592,0.95526254,1578642354425417,251935677020, HMD, -0.07532, 1.18464, 0.38018, 0.02973, 0.02205, -0.99802, 0.05080
3718734,1578642354439284,1,1,1,1,0,1,1,1,1,0,0.09121704,-0.14997864,0.98446655,0.10479736,-0.12945557,0.98602295,33.33839417,-0.12698364,-30.15229797,-25.63642883,0.15234375,-22.87026978,0,0.0,4.44287109,4.44287109,0.96874398,0.97275746,1578642354425417,251935677020, HMD, -0.07532, 1.18464, 0.38018, 0.02973, 0.02205, -0.99802, 0.05080
3718751,1578642354453998,1,1,1,1,0,1,1,1,1,0,0.09292603,-0.15460205,0.98358154,0.10545349,-0.1290741,0.98600769,33.33839417,-0.12698364,-30.16352844,-25.63642883,0.15061951,-22.87026978,0,0.0,4.44927979,4.44927979,0.96001339,0.95937461,1578642354479590,251936218927, HMD, -0.07546, 1.18456, 0.38016, 0.02997, 0.02202, -0.99801, 0.05085
3718751,1578642354458116,1,1,1,1,0,1,1,1,1,0,0.09292603,-0.15460205,0.98358154,0.10545349,-0.1290741,0.98600769,33.33839417,-0.12698364,-30.16352844,-25.63642883,0.15061951,-22.87026978,0,0.0,4.44927979,4.44927979,0.96001339,0.95937461,1578642354479590,251936218927, HMD, -0.07546, 1.18456, 0.38016, 0.02997, 0.02202, -0.99801, 0.05085
3718767,1578642354470109,1,1,1,1,0,1,1,1,1,0,0.09284973,-0.15769958,0.98310852,0.1071167,-0.13059998,0.98562622,33.33839417,-0.12698364,-30.16365051,-25.63745117,0.15061951,-22.87026978,0,0.0,4.45779419,4.45779419,0.96805692,0.96031988,1578642354479590,251936218927, HMD, -0.07546, 1.18456, 0.38016, 0.02997, 0.02202, -0.99801, 0.05085
3718767,1578642354474171,1,1,1,1,0,1,1,1,1,0,0.09284973,-0.15769958,0.98310852,0.1071167,-0.13059998,0.98562622,33.33839417,-0.12698364,-30.16365051,-25.63745117,0.15061951,-22.87026978,0,0.0,4.45779419,4.45779419,0.96805692,0.96031988,1578642354479590,251936218927, HMD, -0.07546, 1.18456, 0.38016, 0.02997, 0.02202, -0.99801, 0.05085
3718776,1578642354484238,1,1,1,1,0,1,1,1,1,0,0.09283447,-0.15769958,0.98310852,0.10710144,-0.13182068,0.98545837,33.33839417,-0.1265564,-30.16365051,-25.63745117,0.15061951,-22.87026978,0,0.0,4.47386169,4.47386169,0.96805692,0.96031988,1578642354484306,251936265911, HMD, -0.07546, 1.18457, 0.38016, 0.02998, 0.02204, -0.99801, 0.05085
3718784,1578642354488237,1,1,1,1,0,1,1,1,1,0,0.0927887,-0.15814209,0.98303223,0.09983826,-0.17538452,0.97941589,33.33839417,-0.12423706,-30.16365051,-25.55999756,-0.18177795,-20.94300842,0,0.0,4.48149109,4.48149109,0.96209711,0.94569784,1578642354485099,251936273840, HMD, -0.07541, 1.18460, 0.38014, 0.03000, 0.02205, -0.99801, 0.05085
