V1,time_stamp,validity_1,validity_2,validity_3,validity_4,validity_5,validity_r_1,validity_r_2,validity_r_3,validity_r_4,validity_r_5,gaze_left_1,gaze_left_2,gaze_left_3,gaze_right_1,gaze_right_2,gaze_right_3, gaze_origin_left_1, gaze_origin_left_2, gaze_origin_left_3,gaze_origin_right_1, gaze_origin_right_2, gaze_origin_right_3,convergence_validity,convergence_distance,pupil_diameter,pupil_diameter_r,eye_open,eye_open_r,time,v1_head,v2,x,y,z,qw,qx,qy,qz
3759517,1578642395217424,1,1,1,1,0,1,1,1,1,0,0.1282196,-0.37701416,0.9172821,0.12301636,-0.36288452,0.92367554,32.55749512,-1.13282776,-28.90162659,-26.26954651,-0.64659119,-24.04396057,0,0.0,3.8384552,3.8384552,0.73688912,0.69928235,1578642395204906,252343471906, HMD, -0.13804, 1.17791, 0.34727, 0.49566, 0.03288, 0.86780, -0.01297
3759517,1578642395221414,1,1,1,1,0,1,1,1,1,0,0.1282196,-0.37701416,0.9172821,0.12301636,-0.36288452,0.92367554,32.55749512,-1.13282776,-28.90162659,-26.26954651,-0.64659119,-24.04396057,0,0.0,3.8384552,3.8384552,0.73688912,0.69928235,1578642395204906,252343471906, HMD, -0.13804, 1.17791, 0.34727, 0.49566, 0.03288, 0.86780, -0.01297
3759533,1578642395241908,1,1,1,1,0,1,1,1,1,0,0.12809753,-0.37710571,0.91725159,0.12156677,-0.36230469,0.92408752,32.55557251,-1.12654114,-28.9161377,-26.27935791,-0.64767456,-24.0381012,0,0.0,3.84094238,3.84094238,0.73613936,0.69419378,1578642395245015,252343873026, HMD, -0.13751, 1.17748, 0.34741, 0.49414, 0.03216, 0.86871, -0.01153
3759542,1578642395246481,1,1,1,1,0,1,1,1,1,0,0.12763977,-0.37760925,0.91711426,0.1187439,-0.36160278,0.92472839,32.55570984,-1.12026978,-28.92727661,-26.28465271,-0.64860535,-24.03681946,0,0.0,3.84631348,3.84631348,0.74049973,0.67688751,1578642395246367,252343886514, HMD, -0.13749, 1.17747, 0.34742, 0.49409, 0.03212, 0.86874, -0.01146
3759542,1578642395252458,1,1,1,1,0,1,1,1,1,0,0.12602234,-0.37750244,0.91737366,0.1199646,-0.36048889,0.92500305,32.5569458,-1.11178589,-28.94139099,-26.29231262,-0.64875793,-24.03321838,0,0.0,3.84725952,3.84725952,0.74049973,0.67688751,1578642395248331,252343906150, HMD, -0.13746, 1.17745, 0.34743, 0.49401, 0.03208, 0.86879, -0.01136
3759550,1578642395256475,1,1,1,1,0,1,1,1,1,0,0.12602234,-0.37750244,0.91737366,0.1199646,-0.36048889,0.92500305,32.5569458,-1.11178589,-28.94139099,-26.29231262,-0.64875793,-24.03321838,0,0.0,3.84725952,3.84725952,0.74049973,0.67688751,1578642395263684,252344059729, HMD, -0.13724, 1.17723, 0.34751, 0.49337, 0.03167, 0.86918, -0.01058
3759558,1578642395259734,1,1,1,1,0,1,1,1,1,0,0.12695313,-0.37728882,0.91734314,0.1211853,-0.35942078,0.92526245,32.55818176,-1.103302,-28.95549011,-26.29997253,-0.64891052,-24.02960205,0,0.0,3.8453064,3.8453064,0.73278791,0.68594581,1578642395263684,252344059729, HMD, -0.13724, 1.17723, 0.34751, 0.49337, 0.03167, 0.86918, -0.01058
3759558,1578642395262880,1,1,1,1,0,1,1,1,1,0,0.12695313,-0.37728882,0.91734314,0.1211853,-0.35942078,0.92526245,32.55818176,-1.103302,-28.95549011,-26.29997253,-0.64891052,-24.02960205,0,0.0,3.8453064,3.8453064,0.73278791,0.68594581,1578642395263684,252344059729, HMD, -0.13724, 1.17723, 0.34751, 0.49337, 0.03167, 0.86918, -0.01058
3759558,1578642395266892,1,1,1,1,0,1,1,1,1,0,0.12695313,-0.37728882,0.91734314,0.1211853,-0.35942078,0.92526245,32.55818176,-1.103302,-28.95549011,-26.29997253,-0.64891052,-24.02960205,0,0.0,3.8453064,3.8453064,0.73278791,0.68594581,1578642395266901,252344091855, HMD, -0.13720, 1.17719, 0.34753, 0.49322, 0.03159, 0.86927, -0.01042
3759567,1578642395272943,1,1,1,1,0,1,1,1,1,0,0.12545776,-0.37794495,0.91726685,0.11561584,-0.35821533,0.92643738,32.55873108,-1.09587097,-28.98728943,-26.31616211,-0.65315247,-24.02230835,0,0.0,3.83869934,3.83869934,0.73278791,0.68594581,1578642395267418,252344097022, HMD, -0.13719, 1.17718, 0.34753, 0.49320, 0.03158, 0.86928, -0.01039
3759575,1578642395276947,1,1,1,1,0,1,1,1,1,0,0.12649536,-0.37628174,0.91781616,0.11781311,-0.35697937,0.92663574,32.5592804,-1.08842468,-29.01908875,-26.32974243,-0.65516663,-24.02230835,0,0.0,3.83207703,3.83207703,0.72064948,0.67690909,1578642395267418,252344097022, HMD, -0.13719, 1.17718, 0.34753, 0.49320, 0.03158, 0.86928, -0.01039
3759575,1578642395280948,1,1,1,1,0,1,1,1,1,0,0.12649536,-0.37628174,0.91781616,0.11781311,-0.35697937,0.92663574,32.5592804,-1.08842468,-29.01908875,-26.32974243,-0.65516663,-24.02230835,0,0.0,3.83207703,3.83207703,0.72064948,0.67690909,1578642395267418,252344097022, HMD, -0.13719, 1.17718, 0.34753, 0.49320, 0.03158, 0.86928, -0.01039
3759600,1578642395302990,1,1,1,1,0,1,1,1,1,0,0.1156311,-0.36663818,0.92314148,0.1153717,-0.35731506,0.92681885,32.54960632,-0.98815918,-29.18815613,-26.42243958,-0.57299805,-24.0748291,0,0.0,3.86708069,3.86708069,0.71625841,0.6830855,1578642395304032,252344463190, HMD, -0.13674, 1.17676, 0.34773, 0.49162, 0.03063, 0.87023, -0.00877
3759600,1578642395307012,1,1,1,1,0,1,1,1,1,0,0.1156311,-0.36663818,0.92314148,0.1153717,-0.35731506,0.92681885,32.54960632,-0.98815918,-29.18815613,-26.42243958,-0.57299805,-24.0748291,0,0.0,3.86708069,3.86708069,0.71625841,0.6830855,1578642395306945,252344492298, HMD, -0.13671, 1.17673, 0.34775, 0.49150, 0.03055, 0.87030, -0.00865
3759608,1578642395311016,1,1,1,1,0,1,1,1,1,0,0.11711121,-0.36178589,0.92486572,0.11044312,-0.36009216,0.92634583,32.54698181,-0.97387695,-29.2270813,-26.44319153,-0.54696655,-24.1473999,0,0.0,3.87071228,3.87071228,0.71689332,0.67336184,1578642395307653,252344499375, HMD, -0.13670, 1.17673, 0.34776, 0.49147, 0.03054, 0.87031, -0.00863
3759608,1578642395316012,1,1,1,1,0,1,1,1,1,0,0.11711121,-0.36178589,0.92486572,0.11044312,-0.36009216,0.92634583,32.54698181,-0.97387695,-29.2270813,-26.44319153,-0.54696655,-24.1473999,0,0.0,3.87071228,3.87071228,0.71689332,0.67336184,1578642395307653,252344499375, HMD, -0.13670, 1.17673, 0.34776, 0.49147, 0.03054, 0.87031, -0.00863
3759617,1578642395320002,1,1,1,1,0,1,1,1,1,0,0.11791992,-0.36264038,0.92442322,0.126297,-0.35319519,0.92697144,32.53546143,-0.94300842,-29.32182312,-26.45179749,-0.52789307,-24.22973633,0,0.0,3.87638855,3.87638855,0.71689332,0.67336184,1578642395307653,252344499375, HMD, -0.13670, 1.17673, 0.34776, 0.49147, 0.03054, 0.87031, -0.00863
3759617,1578642395324006,1,1,1,1,0,1,1,1,1,0,0.11791992,-0.36264038,0.92442322,0.126297,-0.35319519,0.92697144,32.53546143,-0.94300842,-29.32182312,-26.45179749,-0.52789307,-24.22973633,0,0.0,3.87638855,3.87638855,0.71689332,0.67336184,1578642395332953,252344752384, HMD, -0.13653, 1.17656, 0.34792, 0.49050, 0.02995, 0.87090, -0.00742
3759617,1578642395327647,1,1,1,1,0,1,1,1,1,0,0.12188721,-0.36253357,0.9239502,0.12615967,-0.35359192,0.92684937,32.5246582,-0.91595459,-29.41654968,-26.45140076,-0.53082275,-24.22796631,0,0.0,3.86529541,3.86529541,0.71689332,0.67336184,1578642395332953,252344752384, HMD, -0.13653, 1.17656, 0.34792, 0.49050, 0.02995, 0.87090, -0.00742
3759625,1578642395330984,1,1,1,1,0,1,1,1,1,0,0.12188721,-0.36253357,0.9239502,0.12615967,-0.35359192,0.92684937,32.5246582,-0.91595459,-29.41654968,-26.45140076,-0.53082275,-24.22796631,0,0.0,3.86529541,3.86529541,0.69959301,0.65005952,1578642395332953,252344752384, HMD, -0.13653, 1.17656, 0.34792, 0.49050, 0.02995, 0.87090, -0.00742
3759633,1578642395335054,1,1,1,1,0,1,1,1,1,0,0.12031555,-0.36242676,0.92420959,0.12565613,-0.35256958,0.92730713,32.52468872,-0.91842651,-29.4178772,-26.45098877,-0.5337677,-24.22619629,0,0.0,3.85028076,3.85028076,0.69959301,0.65005952,1578642395335037,252344773218, HMD, -0.13651, 1.17654, 0.34794, 0.49041, 0.02990, 0.87095, -0.00732
3759633,1578642395339053,1,1,1,1,0,1,1,1,1,0,0.12031555,-0.36242676,0.92420959,0.12565613,-0.35256958,0.92730713,32.52468872,-0.91842651,-29.4178772,-26.45098877,-0.5337677,-24.22619629,0,0.0,3.85028076,3.85028076,0.69959301,0.65005952,1578642395336230,252344785149, HMD, -0.13650, 1.17653, 0.34794, 0.49036, 0.02987, 0.87098, -0.00726
3759633,1578642395342937,1,1,1,1,0,1,1,1,1,0,0.11863708,-0.36231995,0.92445374,0.12260437,-0.35301208,0.92753601,32.52470398,-0.92089844,-29.41654968,-26.44854736,-0.53840637,-24.21644592,0,0.0,3.86451721,3.86451721,0.69959301,0.65005952,1578642395336230,252344785149, HMD, -0.13650, 1.17653, 0.34794, 0.49036, 0.02987, 0.87098, -0.00726
3759642,1578642395348957,1,1,1,1,0,1,1,1,1,0,0.11863708,-0.36231995,0.92445374,0.12260437,-0.35301208,0.92753601,32.52470398,-0.92089844,-29.41654968,-26.44854736,-0.53840637,-24.21644592,0,0.0,3.86451721,3.86451721,0.71430105,0.67009616,1578642395350890,252344931793, HMD, -0.13631, 1.17638, 0.34804, 0.48975, 0.02950, 0.87134, -0.00648
3759650,1578642395352951,1,1,1,1,0,1,1,1,1,0,0.11927795,-0.36277771,0.92419434,0.11953735,-0.35336304,0.92781067,32.52577209,-0.92652893,-29.40008545,-26.44612122,-0.54304504,-24.20669556,0,0.0,3.85049438,3.85049438,0.71430105,0.67009616,1578642395352886,252344951703, HMD, -0.13628, 1.17636, 0.34806, 0.48966, 0.02945, 0.87139, -0.00636
3759650,1578642395356972,1,1,1,1,0,1,1,1,1,0,0.11927795,-0.36277771,0.92419434,0.11953735,-0.35336304,0.92781067,32.52577209,-0.92652893,-29.40008545,-26.44612122,-0.54304504,-24.20669556,0,0.0,3.85049438,3.85049438,0.71430105,0.67009616,1578642395355156,252344974407, HMD, -0.13626, 1.17633, 0.34808, 0.48955, 0.02938, 0.87146, -0.00624
3759658,1578642395360936,1,1,1,1,0,1,1,1,1,0,0.1182251,-0.36352539,0.92404175,0.1178894,-0.35305786,0.9281311,32.52684021,-0.92959595,-29.38360596,-26.44419861,-0.54231262,-24.20701599,0,0.0,3.86572266,3.86572266,0.70608115,0.67113447,1578642395355156,252344974407, HMD, -0.13626, 1.17633, 0.34808, 0.48955, 0.02938, 0.87146, -0.00624
3759658,1578642395364548,1,1,1,1,0,1,1,1,1,0,0.1182251,-0.36352539,0.92404175,0.1178894,-0.35305786,0.9281311,32.52684021,-0.92959595,-29.38360596,-26.44419861,-0.54231262,-24.20701599,0,0.0,3.86572266,3.86572266,0.70608115,0.67113447,1578642395355156,252344974407, HMD, -0.13626, 1.17633, 0.34808, 0.48955, 0.02938, 0.87146, -0.00624
3759667,1578642395368512,1,1,1,1,0,1,1,1,1,0,0.11784363,-0.36305237,0.92427063,0.11953735,-0.35266113,0.92807007,32.5271759,-0.93087769,-29.38076782,-26.44598389,-0.5415802,-24.20733643,0,0.0,3.8744812,3.8744812,0.70608115,0.67113447,1578642395355156,252344974407, HMD, -0.13626, 1.17633, 0.34808, 0.48955, 0.02938, 0.87146, -0.00624
3759667,1578642395372515,1,1,1,1,0,1,1,1,1,0,0.11784363,-0.36305237,0.92427063,0.11953735,-0.35266113,0.92807007,32.5271759,-0.93087769,-29.38076782,-26.44598389,-0.5415802,-24.20733643,0,0.0,3.8744812,3.8744812,0.70608115,0.67113447,1578642395355156,252344974407, HMD, -0.13626, 1.17633, 0.34808, 0.48955, 0.02938, 0.87146, -0.00624
3759667,1578642395376610,1,1,1,1,0,1,1,1,1,0,0.11108398,-0.36038208,0.92616272,0.1182251,-0.35264587,0.92825317,32.54838562,-0.97810364,-29.16401672,-26.44606018,-0.53767395,-24.21676636,0,0.0,3.93199158,3.93199158,0.70608115,0.67113447,1578642395355156,252344974407, HMD, -0.13626, 1.17633, 0.34808, 0.48955, 0.02938, 0.87146, -0.00624
3759683,1578642395390852,1,1,1,1,0,1,1,1,1,0,0.10923767,-0.36430359,0.92483521,0.11694336,-0.3526001,0.92843628,32.55519104,-1.02375793,-28.94567871,-26.44612122,-0.5337677,-24.22619629,0,0.0,3.91152954,3.91152954,0.70269078,0.67070413,1578642395402339,252345446345, HMD, -0.13571, 1.17585, 0.34845, 0.48710, 0.02813, 0.87289, -0.00353
3759700,1578642395404546,1,1,1,1,0,1,1,1,1,0,0.10415649,-0.3666687,0.92448425,0.1169281,-0.35316467,0.9282074,32.54258728,-0.98838806,-29.05766296,-26.45098877,-0.52789307,-24.22973633,0,0.0,3.8306427,3.8306427,0.70293814,0.67405254,1578642395404616,252345469007, HMD, -0.13569, 1.17582, 0.34847, 0.48696, 0.02806, 0.87296, -0.00338
3759700,1578642395409526,1,1,1,1,0,1,1,1,1,0,0.10415649,-0.3666687,0.92448425,0.1169281,-0.35316467,0.9282074,32.54258728,-0.98838806,-29.05766296,-26.45098877,-0.52789307,-24.22973633,0,0.0,3.8306427,3.8306427,0.70293814,0.67405254,1578642395409402,252345516864, HMD, -0.13563, 1.17576, 0.34852, 0.48668, 0.02792, 0.87313, -0.00305
3759708,1578642395419510,1,1,1,1,0,1,1,1,1,0,0.1068573,-0.36151123,0.9262085,0.11509705,-0.35180664,0.92895508,32.53857422,-0.98652649,-29.06455994,-26.45179749,-0.51776123,-24.27241516,0,0.0,3.85975647,3.85975647,0.6981504,0.66272932,1578642395409402,252345516864, HMD, -0.13563, 1.17576, 0.34852, 0.48668, 0.02792, 0.87313, -0.00305
3759717,1578642395424543,1,1,1,1,0,1,1,1,1,0,0.1068573,-0.36151123,0.9262085,0.11509705,-0.35180664,0.92895508,32.53857422,-0.98652649,-29.06455994,-26.45179749,-0.51776123,-24.27241516,0,0.0,3.85975647,3.85975647,0.6981504,0.66272932,1578642395434102,252345763915, HMD, -0.13523, 1.17535, 0.34876, 0.48512, 0.02714, 0.87403, -0.00129
3759725,1578642395432500,1,1,1,1,0,1,1,1,1,0,0.10810852,-0.35839844,0.92727661,0.11260986,-0.35084534,0.92962646,32.53843689,-0.98254395,-29.06576538,-26.45248413,-0.50918579,-24.28800964,0,0.0,3.88356018,3.88356018,0.69976008,0.66135865,1578642395434102,252345763915, HMD, -0.13523, 1.17535, 0.34876, 0.48512, 0.02714, 0.87403, -0.00129
3759733,1578642395436518,1,1,1,1,0,1,1,1,1,0,0.10679626,-0.3548584,0.92878723,0.11012268,-0.34988403,0.93028259,32.53741455,-0.98233032,-29.07270813,-26.45317078,-0.50061035,-24.30360413,0,0.0,3.95109558,3.95109558,0.69976008,0.66135865,1578642395436552,252345788359, HMD, -0.13520, 1.17533, 0.34879, 0.48497, 0.02707, 0.87411, -0.00111
3759742,1578642395447611,1,1,1,1,0,1,1,1,1,0,0.10545349,-0.35670471,0.92823792,0.11071777,-0.35050964,0.92997742,32.53639221,-0.9821167,-29.07966614,-26.46191406,-0.48834229,-24.32554626,0,0.0,4.01823425,4.01823425,0.70116484,0.65341043,1578642395437505,252345797899, HMD, -0.13519, 1.17531, 0.34880, 0.48491, 0.02704, 0.87415, -0.00106
3759742,1578642395451643,1,1,1,1,0,1,1,1,1,0,0.09605408,-0.35179138,0.93112183,0.11087036,-0.3440094,0.93238831,32.5252533,-0.91903687,-29.07263184,-26.46931458,-0.48086548,-24.33210754,0,0.0,4.00990295,4.00990295,0.70116484,0.65341043,1578642395437505,252345797899, HMD, -0.13519, 1.17531, 0.34880, 0.48491, 0.02704, 0.87415, -0.00106
3759750,1578642395455599,1,1,1,1,0,1,1,1,1,0,0.09605408,-0.35179138,0.93112183,0.11087036,-0.3440094,0.93238831,32.5252533,-0.91903687,-29.07263184,-26.46931458,-0.48086548,-24.33210754,0,0.0,4.00990295,4.00990295,0.70116484,0.65341043,1578642395437505,252345797899, HMD, -0.13519, 1.17531, 0.34880, 0.48491, 0.02704, 0.87415, -0.00106
3759758,1578642395463592,1,1,1,1,0,1,1,1,1,0,0.08836365,-0.36128235,0.92825317,0.09840393,-0.33746338,0.93617249,32.51231384,-0.83084106,-29.35520935,-26.5287323,-0.42118835,-24.28756714,0,0.0,3.99061584,3.99061584,0.7008723,0.65727985,1578642395479031,252346213202, HMD, -0.13462, 1.17479, 0.34936, 0.48216, 0.02592, 0.87570, 0.00129
3759767,1578642395467201,1,1,1,1,0,1,1,1,1,0,0.08872986,-0.36853027,0.92536926,0.09913635,-0.3405304,0.9349823,32.51060486,-0.8444519,-29.27787781,-26.54804993,-0.41127014,-24.23110962,0,0.0,3.86235046,3.86235046,0.7008723,0.65727985,1578642395479031,252346213202, HMD, -0.13462, 1.17479, 0.34936, 0.48216, 0.02592, 0.87570, 0.00129
3759767,1578642395471261,1,1,1,1,0,1,1,1,1,0,0.08872986,-0.36853027,0.92536926,0.09913635,-0.3405304,0.9349823,32.51060486,-0.8444519,-29.27787781,-26.54804993,-0.41127014,-24.23110962,0,0.0,3.86235046,3.86235046,0.7008723,0.65727985,1578642395479031,252346213202, HMD, -0.13462, 1.17479, 0.34936, 0.48216, 0.02592, 0.87570, 0.00129
3759767,1578642395475225,1,1,1,1,0,1,1,1,1,0,0.08691406,-0.35804749,0.92964172,0.09489441,-0.33432007,0.93765259,32.49664307,-0.8082428,-29.34104919,-26.56971741,-0.39233398,-24.23400879,0,0.0,3.97946167,3.97946167,0.7008723,0.65727985,1578642395479031,252346213202, HMD, -0.13462, 1.17479, 0.34936, 0.48216, 0.02592, 0.87570, 0.00129
3759767,1578642395479209,1,1,1,1,0,1,1,1,1,0,0.08691406,-0.35804749,0.92964172,0.09489441,-0.33432007,0.93765259,32.49664307,-0.8082428,-29.34104919,-26.56971741,-0.39233398,-24.23400879,0,0.0,3.97946167,3.97946167,0.7008723,0.65727985,1578642395479326,252346216103, HMD, -0.13462, 1.17478, 0.34936, 0.48214, 0.02592, 0.87571, 0.00130
3759775,1578642395486212,1,1,1,1,0,1,1,1,1,0,0.09542847,-0.3575592,0.9289856,0.09367371,-0.33305359,0.93823242,32.47648621,-0.75057983,-29.48136902,-26.57926941,-0.37834167,-24.26229858,0,0.0,3.91862488,3.91862488,0.70760161,0.67045462,1578642395482828,252346251123, HMD, -0.13469, 1.17481, 0.34944, 0.48192, 0.02584, 0.87584, 0.00145
3759783,1578642395490192,1,1,1,1,0,1,1,1,1,0,0.09542847,-0.3575592,0.9289856,0.09367371,-0.33305359,0.93823242,32.47648621,-0.75057983,-29.48136902,-26.57926941,-0.37834167,-24.26229858,0,0.0,3.91862488,3.91862488,0.70760161,0.67045462,1578642395482828,252346251123, HMD, -0.13469, 1.17481, 0.34944, 0.48192, 0.02584, 0.87584, 0.00145
3759792,1578642395494180,1,1,1,1,0,1,1,1,1,0,0.08520508,-0.36192322,0.92829895,0.09231567,-0.33703613,0.93695068,32.4606781,-0.7494812,-29.47071838,-26.58883667,-0.36433411,-24.29060364,0,0.0,3.87904358,3.87904358,0.70782697,0.66413367,1578642395502505,252346447899, HMD, -0.13458, 1.17471, 0.34969, 0.48085, 0.02555, 0.87643, 0.00215
3759792,1578642395498192,1,1,1,1,0,1,1,1,1,0,0.08520508,-0.36192322,0.92829895,0.09231567,-0.33703613,0.93695068,32.4606781,-0.7494812,-29.47071838,-26.58883667,-0.36433411,-24.29060364,0,0.0,3.87904358,3.87904358,0.70782697,0.66413367,1578642395502505,252346447899, HMD, -0.13458, 1.17471, 0.34969, 0.48085, 0.02555, 0.87643, 0.00215
3759800,1578642395502187,1,1,1,1,0,1,1,1,1,0,0.09463501,-0.35032654,0.93182373,0.08911133,-0.33479309,0.93806458,32.45321655,-0.74659729,-29.48605347,-26.59535217,-0.35415649,-24.32041931,0,0.0,4.04821777,4.04821777,0.70782697,0.66413367,1578642395502505,252346447899, HMD, -0.13458, 1.17471, 0.34969, 0.48085, 0.02555, 0.87643, 0.00215
3759800,1578642395506181,1,1,1,1,0,1,1,1,1,0,0.09463501,-0.35032654,0.93182373,0.08911133,-0.33479309,0.93806458,32.45321655,-0.74659729,-29.48605347,-26.59535217,-0.35415649,-24.32041931,0,0.0,4.04821777,4.04821777,0.70782697,0.66413367,1578642395505747,252346480315, HMD, -0.13455, 1.17468, 0.34973, 0.48069, 0.02550, 0.87651, 0.00225
3759808,1578642395510614,1,1,1,1,0,1,1,1,1,0,0.09538269,-0.34989929,0.93190002,0.08586121,-0.33479309,0.93836975,32.45068359,-0.74601746,-29.49356079,-26.60186768,-0.34396362,-24.35021973,0,0.0,4.0214386,4.0214386,0.70218217,0.66626692,1578642395505747,252346480315, HMD, -0.13455, 1.17468, 0.34973, 0.48069, 0.02550, 0.87651, 0.00225
3759817,1578642395516955,1,1,1,1,0,1,1,1,1,0,0.09605408,-0.34973145,0.93190002,0.08592224,-0.33331299,0.93888855,32.44815063,-0.74542236,-29.50108337,-26.60688782,-0.34136963,-24.36474609,0,0.0,3.99536133,3.99536133,0.70218217,0.66626692,1578642395519520,252346618132, HMD, -0.13443, 1.17460, 0.34989, 0.48008, 0.02534, 0.87686, 0.00266
3759817,1578642395520492,1,1,1,1,0,1,1,1,1,0,0.09605408,-0.34973145,0.93190002,0.08592224,-0.33331299,0.93888855,32.44815063,-0.74542236,-29.50108337,-26.60688782,-0.34136963,-24.36474609,0,0.0,3.99536133,3.99536133,0.70218217,0.66626692,1578642395520600,252346628880, HMD, -0.13442, 1.17460, 0.34990, 0.48002, 0.02534, 0.87689, 0.00269
3759817,1578642395524677,1,1,1,1,0,1,1,1,1,0,0.09605408,-0.34973145,0.93190002,0.08592224,-0.33331299,0.93888855,32.44815063,-0.74542236,-29.50108337,-26.60688782,-0.34136963,-24.36474609,0,0.0,3.99536133,3.99536133,0.70218217,0.66626692,1578642395523657,252346659412, HMD, -0.13446, 1.17462, 0.34996, 0.47988, 0.02530, 0.87696, 0.00278
3759825,1578642395528659,1,1,1,1,0,1,1,1,1,0,0.07901001,-0.35290527,0.93229675,0.08599854,-0.33187866,0.93937683,32.44137573,-0.73365784,-29.49317932,-26.6118927,-0.33877563,-24.3792572,0,0.0,4.00804138,4.00804138,0.71490419,0.67720968,1578642395523657,252346659412, HMD, -0.13446, 1.17462, 0.34996, 0.47988, 0.02530, 0.87696, 0.00278
3759825,1578642395532998,1,1,1,1,0,1,1,1,1,0,0.07901001,-0.35290527,0.93229675,0.08599854,-0.33187866,0.93937683,32.44137573,-0.73365784,-29.49317932,-26.6118927,-0.33877563,-24.3792572,0,0.0,4.00804138,4.00804138,0.71490419,0.67720968,1578642395533761,252346760464, HMD, -0.13436, 1.17458, 0.35006, 0.47947, 0.02523, 0.87719, 0.00302
3759833,1578642395537372,1,1,1,1,0,1,1,1,1,0,0.08378601,-0.35794067,0.92996216,0.08401489,-0.33131409,0.9397583,32.4342804,-0.69921875,-29.55490112,-26.61404419,-0.33837891,-24.38014221,0,0.0,4.01356506,4.01356506,0.71490419,0.67720968,1578642395536942,252346792263, HMD, -0.13434, 1.17457, 0.35010, 0.47934, 0.02521, 0.87726, 0.00308
3759833,1578642395541460,1,1,1,1,0,1,1,1,1,0,0.08378601,-0.35794067,0.92996216,0.08401489,-0.33131409,0.9397583,32.4342804,-0.69921875,-29.55490112,-26.61404419,-0.33837891,-24.38014221,0,0.0,4.01356506,4.01356506,0.71490419,0.67720968,1578642395536942,252346792263, HMD, -0.13434, 1.17457, 0.35010, 0.47934, 0.02521, 0.87726, 0.00308
3759842,1578642395545007,1,1,1,1,0,1,1,1,1,0,0.08255005,-0.35044861,0.93292236,0.08203125,-0.33087158,0.94009399,32.4230957,-0.68190002,-29.57902527,-26.61618042,-0.33796692,-24.3792572,0,0.0,3.98455811,3.98455811,0.70320874,0.65515453,1578642395547713,252346900013, HMD, -0.13429, 1.17458, 0.35024, 0.47896, 0.02520, 0.87747, 0.00325
3759842,1578642395549002,1,1,1,1,0,1,1,1,1,0,0.08255005,-0.35044861,0.93292236,0.08203125,-0.33087158,0.94009399,32.4230957,-0.68190002,-29.57902527,-26.61618042,-0.33796692,-24.3792572,0,0.0,3.98455811,3.98455811,0.70320874,0.65515453,1578642395548951,252346912350, HMD, -0.13428, 1.17458, 0.35025, 0.47892, 0.02520, 0.87749, 0.00326
3759850,1578642395553021,1,1,1,1,0,1,1,1,1,0,0.09962463,-0.36073303,0.92732239,0.08128357,-0.32987976,0.94050598,32.41203308,-0.65986633,-29.63571167,-26.61624146,-0.33673096,-24.38014221,0,0.0,3.95567322,3.95567322,0.70320874,0.65515453,1578642395551299,252346935836, HMD, -0.13427, 1.17455, 0.35029, 0.47887, 0.02520, 0.87752, 0.00332
3759858,1578642395559978,1,1,1,1,0,1,1,1,1,0,0.08833313,-0.37686157,0.92204285,0.07833862,-0.33351135,0.93946838,32.37680054,-0.85140991,-29.21490479,-26.64816284,-0.34431458,-24.43067932,0,0.0,3.87191772,3.87191772,0.69510728,0.65389735,1578642395551299,252346935836, HMD, -0.13427, 1.17455, 0.35029, 0.47887, 0.02520, 0.87752, 0.00332
3759858,1578642395563589,1,1,1,1,0,1,1,1,1,0,0.08833313,-0.37686157,0.92204285,0.07833862,-0.33351135,0.93946838,32.37680054,-0.85140991,-29.21490479,-26.64816284,-0.34431458,-24.43067932,0,0.0,3.87191772,3.87191772,0.69510728,0.65389735,1578642395575061,252347173463, HMD, -0.13399, 1.17448, 0.35053, 0.47831, 0.02536, 0.87782, 0.00356
3759858,1578642395567579,1,1,1,1,0,1,1,1,1,0,0.08833313,-0.37686157,0.92204285,0.07833862,-0.33351135,0.93946838,32.37680054,-0.85140991,-29.21490479,-26.64816284,-0.34431458,-24.43067932,0,0.0,3.87191772,3.87191772,0.69510728,0.65389735,1578642395575061,252347173463, HMD, -0.13399, 1.17448, 0.35053, 0.47831, 0.02536, 0.87782, 0.00356
3759867,1578642395576575,1,1,1,1,0,1,1,1,1,0,0.105896,-0.41673279,0.90283203,0.08576965,-0.37936401,0.92124939,32.35391235,-1.09837341,-29.19224548,-26.43614197,-0.62980652,-24.29931641,0,0.0,3.86810303,3.86810303,0.69510728,0.65389735,1578642395576611,252347188956, HMD, -0.13397, 1.17448, 0.35055, 0.47828, 0.02537, 0.87783, 0.00358
3759875,1578642395580573,1,1,1,1,0,1,1,1,1,0,0.105896,-0.41673279,0.90283203,0.08576965,-0.37936401,0.92124939,32.35391235,-1.09837341,-29.19224548,-26.43614197,-0.62980652,-24.29931641,0,0.0,3.86810303,3.86810303,0.65621644,0.62379265,1578642395578061,252347203449, HMD, -0.13396, 1.17448, 0.35056, 0.47825, 0.02538, 0.87785, 0.00360
3759883,1578642395585578,1,1,1,1,0,1,1,1,1,0,0.11636353,-0.43188477,0.89437866,0.10481262,-0.3959198,0.91227722,32.38217163,-1.18696594,-29.19570923,-26.30183411,-0.72232056,-24.43783569,0,0.0,3.84100342,3.84100342,0.65621644,0.62379265,1578642395588111,252347303971, HMD, -0.13386, 1.17446, 0.35067, 0.47807, 0.02546, 0.87794, 0.00374
