V1,time_stamp,validity_1,validity_2,validity_3,validity_4,validity_5,validity_r_1,validity_r_2,validity_r_3,validity_r_4,validity_r_5,gaze_left_1,gaze_left_2,gaze_left_3,gaze_right_1,gaze_right_2,gaze_right_3, gaze_origin_left_1, gaze_origin_left_2, gaze_origin_left_3,gaze_origin_right_1, gaze_origin_right_2, gaze_origin_right_3,convergence_validity,convergence_distance,pupil_diameter,pupil_diameter_r,eye_open,eye_open_r,time,v1_head,v2,x,y,z,qw,qx,qy,qz
3753443,1578642389146834,1,1,1,1,0,1,1,1,1,0,-0.02445984,0.30453491,0.95217896,-0.03686523,0.3059845,0.9513092,32.44616699,1.16690063,-29.1431427,-26.63908386,2.27294922,-23.15003967,0,0.0,3.06355286,3.06355286,1.0,1.0,1578642389137125,252282794101, HMD, -0.10585, 1.21090, 0.39652, 0.06165, 0.00932, 0.98086, -0.18444
3753443,1578642389150928,1,1,1,1,0,1,1,1,1,0,-0.02445984,0.30453491,0.95217896,-0.03686523,0.3059845,0.9513092,32.44616699,1.16690063,-29.1431427,-26.63908386,2.27294922,-23.15003967,0,0.0,3.06355286,3.06355286,1.0,1.0,1578642389159601,252283018885, HMD, -0.10539, 1.21103, 0.39721, 0.06176, 0.01096, 0.98059, -0.18577
3753451,1578642389157938,1,1,1,1,0,1,1,1,1,0,-0.04216003,0.28160095,0.95860291,-0.05577087,0.31008911,0.9490509,32.35267639,1.62098694,-30.17979431,-26.73118591,2.25271606,-22.97860718,0,0.0,3.17448425,3.17448425,1.0,1.0,1578642389159601,252283018885, HMD, -0.10539, 1.21103, 0.39721, 0.06176, 0.01096, 0.98059, -0.18577
3753451,1578642389161814,1,1,1,1,0,1,1,1,1,0,-0.05056763,0.30505371,0.95098877,-0.05500793,0.31904602,0.94613647,32.27302551,1.30781555,-29.26887512,-26.78990173,2.35775757,-23.17633057,0,0.0,3.18515015,3.18515015,1.0,1.0,1578642389161808,252283040926, HMD, -0.10536, 1.21104, 0.39727, 0.06175, 0.01111, 0.98057, -0.18589
3753460,1578642389165832,1,1,1,1,0,1,1,1,1,0,-0.05056763,0.30505371,0.95098877,-0.05500793,0.31904602,0.94613647,32.27302551,1.30781555,-29.26887512,-26.78990173,2.35775757,-23.17633057,0,0.0,3.18515015,3.18515015,1.0,1.0,1578642389163552,252283058362, HMD, -0.10533, 1.21104, 0.39732, 0.06174, 0.01124, 0.98055, -0.18598
3753468,1578642389169825,1,1,1,1,0,1,1,1,1,0,-0.05516052,0.30422974,0.95098877,-0.05332947,0.31752014,0.94673157,32.24397278,1.34820557,-29.4163208,-26.80851746,2.37240601,-23.22193909,0,0.0,3.19181824,3.19181824,1.0,1.0,1578642389163552,252283058362, HMD, -0.10533, 1.21104, 0.39732, 0.06174, 0.01124, 0.98055, -0.18598
3753468,1578642389173825,1,1,1,1,0,1,1,1,1,0,-0.05516052,0.30422974,0.95098877,-0.05332947,0.31752014,0.94673157,32.24397278,1.34820557,-29.4163208,-26.80851746,2.37240601,-23.22193909,0,0.0,3.19181824,3.19181824,1.0,1.0,1578642389163552,252283058362, HMD, -0.10533, 1.21104, 0.39732, 0.06174, 0.01124, 0.98055, -0.18598
3753485,1578642389187838,1,1,1,1,0,1,1,1,1,0,-0.05000305,0.30531311,0.95092773,-0.05499268,0.31082153,0.9488678,32.24343872,1.34544373,-29.42253113,-26.83755493,2.39665222,-23.32792664,0,0.0,3.19241333,3.19241333,1.0,1.0,1578642389199924,252283422112, HMD, -0.10476, 1.21092, 0.39834, 0.06156, 0.01390, 0.98029, -0.18720
3753485,1578642389191944,1,1,1,1,0,1,1,1,1,0,-0.05000305,0.30531311,0.95092773,-0.05499268,0.31082153,0.9488678,32.24343872,1.34544373,-29.42253113,-26.83755493,2.39665222,-23.32792664,0,0.0,3.19241333,3.19241333,1.0,1.0,1578642389199924,252283422112, HMD, -0.10476, 1.21092, 0.39834, 0.06156, 0.01390, 0.98029, -0.18720
3753493,1578642389198046,1,1,1,1,0,1,1,1,1,0,-0.05020142,0.30400085,0.95133972,-0.05805969,0.31022644,0.94888306,32.24302673,1.34681702,-29.42373657,-26.84797668,2.39051819,-23.38829041,0,0.0,3.18470764,3.18470764,1.0,1.0,1578642389199924,252283422112, HMD, -0.10476, 1.21092, 0.39834, 0.06156, 0.01390, 0.98029, -0.18720
3753493,1578642389202039,1,1,1,1,0,1,1,1,1,0,-0.05020142,0.30400085,0.95133972,-0.05805969,0.31022644,0.94888306,32.24302673,1.34681702,-29.42373657,-26.84797668,2.39051819,-23.38829041,0,0.0,3.18470764,3.18470764,1.0,1.0,1578642389202000,252283442844, HMD, -0.10473, 1.21090, 0.39839, 0.06155, 0.01404, 0.98029, -0.18723
3753501,1578642389208043,1,1,1,1,0,1,1,1,1,0,-0.05039978,0.30267334,0.95175171,-0.05680847,0.30976868,0.94909668,32.24261475,1.34820557,-29.42494202,-26.85816956,2.38877869,-23.40905762,0,0.0,3.17701721,3.17701721,1.0,1.0,1578642389204221,252283465056, HMD, -0.10471, 1.21088, 0.39845, 0.06154, 0.01420, 0.98028, -0.18726
3753501,1578642389212050,1,1,1,1,0,1,1,1,1,0,-0.05134583,0.30337524,0.95147705,-0.05569458,0.30889893,0.94944763,32.23695374,1.35339355,-29.47444153,-26.86836243,2.38705444,-23.42982483,0,0.0,3.18321228,3.18321228,1.0,1.0,1578642389219324,252283616125, HMD, -0.10451, 1.21066, 0.39877, 0.06149, 0.01528, 0.98026, -0.18729
3753510,1578642389216046,1,1,1,1,0,1,1,1,1,0,-0.05134583,0.30337524,0.95147705,-0.05569458,0.30889893,0.94944763,32.23695374,1.35339355,-29.47444153,-26.86836243,2.38705444,-23.42982483,0,0.0,3.18321228,3.18321228,1.0,1.0,1578642389219324,252283616125, HMD, -0.10451, 1.21066, 0.39877, 0.06149, 0.01528, 0.98026, -0.18729
3753518,1578642389220029,1,1,1,1,0,1,1,1,1,0,-0.05229187,0.30403137,0.95121765,-0.05697632,0.30906677,0.94932556,32.23127747,1.35858154,-29.5239563,-26.8764801,2.38778687,-23.43586731,0,0.0,3.18934631,3.18934631,1.0,1.0,1578642389220030,252283623141, HMD, -0.10451, 1.21065, 0.39878, 0.06149, 0.01533, 0.98026, -0.18729
3753518,1578642389224047,1,1,1,1,0,1,1,1,1,0,-0.05229187,0.30403137,0.95121765,-0.05697632,0.30906677,0.94932556,32.23127747,1.35858154,-29.5239563,-26.8764801,2.38778687,-23.43586731,0,0.0,3.18934631,3.18934631,1.0,1.0,1578642389224045,252283663294, HMD, -0.10448, 1.21058, 0.39887, 0.06149, 0.01560, 0.98026, -0.18723
3753526,1578642389230236,1,1,1,1,0,1,1,1,1,0,-0.05101013,0.30241394,0.95179749,-0.05827332,0.30961609,0.94906616,32.22270203,1.36209106,-29.54222107,-26.88458252,2.38705444,-23.44189453,0,0.0,3.18049622,3.18049622,1.0,1.0,1578642389225669,252283679539, HMD, -0.10446, 1.21055, 0.39890, 0.06150, 0.01571, 0.98027, -0.18721
